name,company,location,average_salary
Nhan Vien Kinh Doanh,Cong Ty CP Granddesign Viet Nam,Ha Noi,17.5
Chuyen Vien Quan He Khach Hang / Relationship Manager (Co The Qua Tet Di Lam),Cong Ty Tnhh Bao Hiem Nhan Tho Aia Viet Nam,TP HCM,22.5
Chuyen Vien To Chuc Su Kien,Cong Ty Cp Dau Tu X,TP HCM,9.0
"Giao Vien Tieu Hoc - Tai Quan 9, Thu Duc (Di Lam Ngay Hoac Qua Tet Di Lam)",Cong Ty TNHH Phat Trien Nang Luc Tri Tue,TP HCM,8.5
Nhan Vien Ky Thuat May Tinh - Camera - Lam Viec Tai Ha Nam,Cong Ty TNHH Cong Nghe So Hoang Anh,Ha Noi,8.5
Nhan Vien Ky Thuat May Tinh - Camera - Lam Viec Tai Ha Nam,Cong Ty TNHH Cong Nghe So Hoang Anh,Ha Nam,8.5
Nhan Vien Kinh Doanh Tai Chinh - Di Lam Sau Tet,Cong Ty TNHH Call Center Artemis,TP HCM,20.0
Nhan Vien Hoan Cong Quyet Toan,Cong Ty Co Phan Ffc,Ha Noi,10.0
Nhan Vien Hoan Cong Quyet Toan,Cong Ty Co Phan Ffc,TP HCM,10.0
Nhan Vien Chay Quang Cao (Facebook Ads Va Tiktok Ads) - Luong Tu 30 - 40Tr,Cong ty Co Phan Tham My Vien Saigonstar,TP HCM,35.0
Nhan Vien Kinh Doanh Online,Cong Ty Co Phan Thuong Mai Va Phat Trien Cong Nghe P&l Viet Nam,Ha Noi,14.0
Nhan Vien Pha Che - Barista (Di Lam Ngay),Cong Ty TNHH Collective,TP HCM,9.0
"Nhan Vien Kinh Doanh Phat Trien Thi Truong (HCM, Binh Duong)",Cong Ty TNHH San Xuat Va Thuong Mai Diep Tan Phat,TP HCM,18.5
"Nhan Vien Kinh Doanh Phat Trien Thi Truong (HCM, Binh Duong)",Cong Ty TNHH San Xuat Va Thuong Mai Diep Tan Phat,Binh Duong,18.5
Tho Han (Di Lam Ngay),Cong Ty TNHH Laser Viet,TP HCM,10.5
Ke Toan Noi Bo - Ha Noi (Di Lam Ngay),Cong Ty TNHH Thuong Mai Dau Tu Ssi Viet Nam,Ha Noi,11.5
Ke Toan Thanh Toan,Cong ty TNHH MTV Chuyen Phat Nhanh Thuan Phong - CN Tay Nguyen (J&T Express),Dak Lak,9.0
Chuyen Vien Ke Toan Thue - Co Hoi Cho Ke Toan Hanh Nghe Thuc Thu,Cong Ty Co Phan Dai Ly Thue Chan Nhan,TP HCM,7.5
Nhan Vien Ky Thuat Vien Thong - Thu Nhap Den 20Tr - Khong Yeu Cau Kinh Nghiem,CONG TY TNHH HA TANG VIEN THONG MIEN BAC,Ha Noi,16.0
Ky Su Xay Dung Dan Dung Va Cong Nghiep,Cong ty TNHH Tu Van - Xay Dung Minh Khang,Binh Dinh,8.5
Giam Doc Kinh Doanh Tai Phu Tho,Cong Ty TNHH Hoc Vien Giao Duc Quoc Te G - School,Phu Tho,35.0
Nhan Vien Bao Tri Co Khi,"Chi Nhanh Cong ty TNHH Calofic Tai Hiep Phuoc, TPHCM",TP HCM,10.0
Nhan Vien Van Phong Biet Tieng Anh Hoac Tieng Trung Co Ban (Lam Viec Ngay Sau Tet),Cong Ty TNHH Chi Hung,Binh Duong,8.5
Nhan Vien Mua Hang Nhap Khau (Biet Tieng Anh),Cong Ty Co Phan Nhua Hoa Sen,Ba Ria - Vung Tau,11.0
[Thai Binh] - Giam Sat Ban Hang Thi Truong (Kenh GT),Nha May Sua Dau Nanh Viet Nam Vinasoy,Thai Binh,19.5
Nhan Vien Ke Toan (Tp Ho Chi Minh),Truong Dai Hoc Cong Nghe Thanh Pho Ho Chi Minh,TP HCM,11.5
Nhan Vien Hanh Chinh Le Tan Luong Den 12 Trieu,Cong Ty Co Phan Tap Doan Minh Anh,Ha Noi,10.0
[Thanh Xuan - Ha Noi] Quan Ly Bep Nha Hang Ushi Mania Prenium,Cong Ty TNHH Toridoll V Lotus,Ha Noi,14.0
Leader Marketing,Cua Hang Thoi Trang Nam - J.A.N Shop,TP HCM,17.5
Nhan Vien Cham Soc Khach Hang [HCM],Cong ty Tai Chinh TNHH Ngan Hang Viet Nam Thinh Vuong SMBC,TP HCM,12.5
[HCM] Phuc Vu Nha Hang Part Time Tai The Pizza Company - Thoi Vu Tet,CONG TY CP PIZZA NGON,TP HCM,1.5
Nhan Vien Thu Kho,Cong ty TNHH TM SX XD Thanh Cong Thanh,Long An,10.0
Trinh Duoc Vien (Cac Tinh Mien Dong - Tay Nguyen),Cong Ty TNHH Merap Trading,Binh Phuoc,16.0
Trinh Duoc Vien (Cac Tinh Mien Dong - Tay Nguyen),Cong Ty TNHH Merap Trading,Lam Dong,16.0
Trinh Duoc Vien (Cac Tinh Mien Dong - Tay Nguyen),Cong Ty TNHH Merap Trading,Tay Ninh,16.0
Trinh Duoc Vien (Cac Tinh Mien Dong - Tay Nguyen),Cong Ty TNHH Merap Trading,Dak Nong,16.0
Trinh Duoc Vien (Cac Tinh Mien Dong - Tay Nguyen),Cong Ty TNHH Merap Trading,Dong Nai,16.0
Nhan Vien Kinh Doanh Thi Truong - Mien Bac,Cong Ty TNHH TM DV Xnk Grove Viet Nam,Ha Noi,11.5
Nhan Vien Kinh Doanh Thi Truong - Mien Bac,Cong Ty TNHH TM DV Xnk Grove Viet Nam,Hai Duong,11.5
Nhan Vien Kinh Doanh Thi Truong - Mien Bac,Cong Ty TNHH TM DV Xnk Grove Viet Nam,Hai Phong,11.5
Nhan Vien Kinh Doanh Thi Truong - Mien Bac,Cong Ty TNHH TM DV Xnk Grove Viet Nam,Hung Yen,11.5
Nhan Vien Kinh Doanh Thi Truong - Mien Bac,Cong Ty TNHH TM DV Xnk Grove Viet Nam,Thai Binh,11.5
Giam Doc San Xuat,Cong ty TNHH TM SX XD Thanh Cong Thanh,Long An,21.5
[HCM] Nhan Vien Nhac No Qua Dien Thoai,Cong ty Tai Chinh TNHH Ngan Hang Viet Nam Thinh Vuong SMBC,TP HCM,17.5
(Quan 3) Nhan Vien Hoc Vu Biet Tieng Anh,Emg Education Jsc,TP HCM,8.0
"Trinh Duoc Vien Kenh Nha Thuoc (Binh Thuan, Binh Duong Va Toan Bo Khu Vuc Mekong)",Cong Ty TNHH Mega Lifesciences (Viet Nam),Binh Duong,17.5
"Trinh Duoc Vien Kenh Nha Thuoc (Binh Thuan, Binh Duong Va Toan Bo Khu Vuc Mekong)",Cong Ty TNHH Mega Lifesciences (Viet Nam),Binh Thuan,17.5
"Trinh Duoc Vien Kenh Nha Thuoc (Binh Thuan, Binh Duong Va Toan Bo Khu Vuc Mekong)",Cong Ty TNHH Mega Lifesciences (Viet Nam),Long An,17.5
"Trinh Duoc Vien Kenh Nha Thuoc (Binh Thuan, Binh Duong Va Toan Bo Khu Vuc Mekong)",Cong Ty TNHH Mega Lifesciences (Viet Nam),Tien Giang,17.5
"Trinh Duoc Vien Kenh Nha Thuoc (Binh Thuan, Binh Duong Va Toan Bo Khu Vuc Mekong)",Cong Ty TNHH Mega Lifesciences (Viet Nam),Dong Nai,17.5
Giao Vien Tieu Hoc Truong Quoc Te,Cong Ty CP DT Pt Giao Duc Quoc Te Hoang Gia,TP HCM,12.5
Ke Toan Doanh Thu,Sakura Montessori International School_Cong Ty TNHH Phat Trien Giao Duc Viet Nhat,TP HCM,11.5
Nhan Vien Nhac Han Thanh Toan Qua Dien Thoai (Phong Van Ngay - Nhan Viec Sau Tet),Cong Ty TNHH Nhut Tan Thanh Phat,TP HCM,22.5
Nhan Vien Ban Hang Tu Van My Pham (Innisfree / Sulwhasoo / Laneige),Cong Ty TNHH Amorepacific Viet Nam,TP HCM,7.5
Nhan Vien Van Hanh May - Lam Viec Tai Cu Chi Va Q5,Tong Cong Ty Co Phan Bia - Ruou - Nuoc Giai Khat Sai Gon,TP HCM,8.5
Nhan Vien Kinh Doanh (Nhan Viec Sau Tet),CONG TY TNHH NGUYEN QUANG SAI GON O TO ( HYUN DAI KINH DUONG VUONG),TP HCM,13.0
"Nhan Vien Ban Hang Pepsi Tai Ha Noi, Thai Nguyen Va Cac Tinh Lan Can",NPP SUNTORY PEPSICO,Ha Noi,15.0
"Nhan Vien Ban Hang Pepsi Tai Ha Noi, Thai Nguyen Va Cac Tinh Lan Can",NPP SUNTORY PEPSICO,Hai Duong,15.0
"Nhan Vien Ban Hang Pepsi Tai Ha Noi, Thai Nguyen Va Cac Tinh Lan Can",NPP SUNTORY PEPSICO,Hai Phong,15.0
"Nhan Vien Ban Hang Pepsi Tai Ha Noi, Thai Nguyen Va Cac Tinh Lan Can",NPP SUNTORY PEPSICO,Quang Ninh,15.0
"Nhan Vien Ban Hang Pepsi Tai Ha Noi, Thai Nguyen Va Cac Tinh Lan Can",NPP SUNTORY PEPSICO,Thai Nguyen,15.0
Ky Su Cau Duong,Cong Ty CP Dau Tu Phat Trien Do Thi Va Khu Cn,Ha Noi,17.5
Ky Su Cau Duong,Cong Ty CP Dau Tu Phat Trien Do Thi Va Khu Cn,Ha Tinh,17.5
Ky Su Cau Duong,Cong Ty CP Dau Tu Phat Trien Do Thi Va Khu Cn,Khanh Hoa,17.5
Giao Dich Vien - Kienlongbank (Tp. HCM),Ngan Hang Thuong Mai Co Phan Kien Long,TP HCM,8.5
Nhan Vien / Chuyen Vien Khach Hang Ca Nhan / Doanh Nghiep - HCM,Ngan Hang Thuong Mai Co Phan Kien Long,TP HCM,8.5
Chuyen Vien Kiem Soat Noi Bo - Hoi So,Ngan Hang Thuong Mai Co Phan Kien Long,Ha Noi,19.0
Brand Manager,Cong Ty Co Phan Lothamilk,TP HCM,26.5
Giao Dich Vien - Kienlongbank An Thoi (Phu Quoc),Ngan Hang Thuong Mai Co Phan Kien Long,Kien Giang,8.5
Nhan Vien Ky Thuat Trai Heo (Lam Tai Dak Lak),Cong Ty TNHH De Heus,Dak Lak,8.5
Ky Su Giam Sat Cong Trinh,Cong Ty TNHH TM DV XD Phung Hoang Gia,Lam Dong,16.0
Ky Su Giam Sat Cong Trinh,Cong Ty TNHH TM DV XD Phung Hoang Gia,Toan quoc,16.0
Giam Sat Quan Ly Chat Luong,Cong Ty Co Phan Thuc Pham Dinh Duong Nutifood Binh Duong,Ha Noi,20.0
Giam Sat Quan Ly Chat Luong,Cong Ty Co Phan Thuc Pham Dinh Duong Nutifood Binh Duong,Hung Yen,20.0
Chuyen Vien Van Hanh Ban Hang - Digital Sales (Hd 08 Thang),Cong Ty TNHH Bao Hiem Nhan Tho Generali Viet Nam,TP HCM,12.5
Nhan Vien Kinh Doanh (Hoang Mai - Hn),Cong Ty TNHH Ltf Viet Nam,Ha Noi,11.5
Chuyen Vien Bao Tri - Van Phong HCM,Cong Ty Co Phan Thuc Pham Dinh Duong Nutifood Binh Duong,TP HCM,12.0
Truong Bo Phan Nghiep Vu The - Khoi Dich Vu Ngan Hang So,Ngan Hang TMCP Viet Nam Thuong Tin,TP HCM,27.5
Nhan Vien Kinh Doanh,Cong Ty Co Phan Weploy Vietnam,TP HCM,11.5
Trinh Duoc Vien OTC Dia Ban Binh Thuan,Cong Ty TNHH Duoc Pham A Au,Binh Thuan,13.0
Trinh Duoc Vien OTC Dia Ban Binh Thuan,Cong Ty TNHH Duoc Pham A Au,Binh Dinh,13.0
Trinh Duoc Vien OTC Dia Ban Binh Thuan,Cong Ty TNHH Duoc Pham A Au,Dong Nai,13.0
Chi Huy Truong -Ky Su Dien MEP,Cong Ty TNHH Dau Tu Xay Dung Thuong Mai B.S,TP HCM,17.0
Chi Huy Truong -Ky Su Dien MEP,Cong Ty TNHH Dau Tu Xay Dung Thuong Mai B.S,Binh Duong,17.0
Manager Inbound / Outbound / Mice,Cong Ty Co Phan Thuong Mai Va Dich Vu Quoc Te Dai Viet,Ha Noi,50.0
Nhan Vien Thiet Ke Do Hoa,Cong Ty TNHH E.LAND Viet Nam,TP HCM,13.0
Vietinbank Ca Mau / Bac Lieu - Chuyen Vien Tu Van Tai Chinh Kenh Lien Ket Ngan Hang,Cong Ty TNHH Manulife (Viet Nam),Bac Lieu,25.0
Vietinbank Ca Mau / Bac Lieu - Chuyen Vien Tu Van Tai Chinh Kenh Lien Ket Ngan Hang,Cong Ty TNHH Manulife (Viet Nam),Ca Mau,25.0
Ke Toan Tong Hop,Cong Ty TNHH Agri Vma,Ha Noi,15.0
"Nhan Vien Kinh Doanh (Nghi Thu 7, Chu Nhat)",Cong Ty TNHH Trang Trang December,Ha Noi,29.0
Ki Thuat Vien Lap Dat Phu Kien Va Sua Chua Cac Dong Xe Tu 150 - 1000Cc,Sai Gon Maxspeed,TP HCM,10.0
Nhan Vien Phu Trach Ky Thuat & Kinh Doanh,Cong Ty TNHH Phat Trien Cong Nghe Moi Truong Gia Hung,TP HCM,9.0
Nhan Vien Phu Trach Ky Thuat & Kinh Doanh,Cong Ty TNHH Phat Trien Cong Nghe Moi Truong Gia Hung,Lam Dong,9.0
Ky Su Xay Dung Cau Duong,Cong ty TNHH Nhat Minh,Binh Dinh,14.0
Nhan Vien Ban Hang,Cua Hang Lung Linh Store,Ha Noi,8.5
Nhan Vien Dieu Phoi Van Tai (Thanh Tri) Di Lam Ngay,Van Tai Pro,Ha Noi,8.5
Nhan Vien Fqa,Cong Ty TNHH May - In - Theu M&j,TP HCM,11.0
Truong Bo Phan Phat Trien Dai Ly / Kenh Phan Phoi (B2B) Smart Home,Cong Ty Co Phan Dien Thong Minh Bien Phuc,Quang Nam,15.0
Truong Bo Phan Phat Trien Dai Ly / Kenh Phan Phoi (B2B) Smart Home,Cong Ty Co Phan Dien Thong Minh Bien Phuc,Thua Thien Hue,15.0
Truong Bo Phan Phat Trien Dai Ly / Kenh Phan Phoi (B2B) Smart Home,Cong Ty Co Phan Dien Thong Minh Bien Phuc,Da Nang,15.0
Chuyen Vien Marketing Tong Hop - Di Lam Ngay,Cong Ty TNHH Duoc Pham Bao Tam An,TP HCM,15.5
Truong Nhom Ke Toan (Uu Tien Tung Lam Cong Ty Dich Vu Ke Toan),Cong Ty TNHH Dich Vu Tu Van Thue Hinh Lam,TP HCM,16.0
Truong Nhom Ke Toan (Uu Tien Tung Lam Cong Ty Dich Vu Ke Toan),Cong Ty TNHH Dich Vu Tu Van Thue Hinh Lam,Binh Duong,16.0
Nhan Vien Phuc Vu Full-Time Quan 7 (Nha Hang Llaollao),Cong Ty TNHH Jed,TP HCM,7.5
Nhan Vien Phuc Vu (Uu Tien Co Kinh Nghiem Nha Hang Cao Cap),Cong Ty Co Phan Nang Restaurant,TP HCM,7.5
Nhan Vien Kinh Doanh (Luong Tren 10 Trieu),Cong Ty TNHH San Xuat - Cung Ung Vat Tu Nong Nghiep Xanh,TP HCM,20.0
Nhan Vien Content Marketing,Shopbabyfun,Ha Noi,11.0
Nhan Vien Dong Goi,Cong Ty TNHH Chuyen Don Toan Cau Ags,TP HCM,7.5
Nhan Vien Ke Toan Kho,Cong Ty Co Phan Xuat Nhap Khau Toan Thang Food,Ha Noi,7.5
Nhan Vien Ban Hang Thu Ngan Coopfood,Lien Hiep Hop Tac Xa TM TP Ho Chi Minh (Sai Gon Co-op),TP HCM,6.5
"Vietinbank Ha Noi, Son La, Hai Phong - Tu Van Vien Tai Chinh Bao Hiem Tai Ngan Hang (Kenh Bancas)",Cong Ty TNHH Manulife (Viet Nam),Ha Noi,22.5
"Vietinbank Ha Noi, Son La, Hai Phong - Tu Van Vien Tai Chinh Bao Hiem Tai Ngan Hang (Kenh Bancas)",Cong Ty TNHH Manulife (Viet Nam),Hai Phong,22.5
"Vietinbank Ha Noi, Son La, Hai Phong - Tu Van Vien Tai Chinh Bao Hiem Tai Ngan Hang (Kenh Bancas)",Cong Ty TNHH Manulife (Viet Nam),Quang Ninh,22.5
"Vietinbank Ha Noi, Son La, Hai Phong - Tu Van Vien Tai Chinh Bao Hiem Tai Ngan Hang (Kenh Bancas)",Cong Ty TNHH Manulife (Viet Nam),Son La,22.5
"Vietinbank Ha Noi, Son La, Hai Phong - Tu Van Vien Tai Chinh Bao Hiem Tai Ngan Hang (Kenh Bancas)",Cong Ty TNHH Manulife (Viet Nam),Dien Bien,22.5
Nhan Vien Ky Thuat / Senior Technician,Cong Ty TNHH Sotetsu International Viet Nam,TP HCM,9.0
Nhan Vien Ky Thuat Bep,Lien Hiep Hop Tac Xa TM TP Ho Chi Minh (Sai Gon Co-op),TP HCM,6.5
Nhan Vien Chung Tu - Thu Tuc Hai Quan,Cong Ty TNHH TL Inc,Ha Noi,11.0
Nhan Vien Trien Khai Ban Ve (Di Lam Sau Tet Am Lich),Cong Ty TNHH Thuong Mai Va Xay Dung Bk-Home,Dong Thap,7.5
Nhan Vien Ban Hang Nha Thuoc,Nha Thuoc Thanh 307,Hai Phong,9.0
Ke Toan Tong Hop (Di Lam Truoc Hoac Lam Ngay Sau Tet),Cong Ty TNHH Thiet Bi Giao Duc Va Khoa Hoc Ky Thuat Ngan Gia,TP HCM,9.5
Nhan Vien Kinh Doanh Thuoc Thu Y - Thu Y Thuy San (Thu Nhap Tu 10 Den 20 Trieu),Cong Ty TNHH Thuoc Thu Y A Chau,Binh Duong,15.0
Nhan Vien Kinh Doanh Thuoc Thu Y - Thu Y Thuy San (Thu Nhap Tu 10 Den 20 Trieu),Cong Ty TNHH Thuoc Thu Y A Chau,Binh Phuoc,15.0
Nhan Vien Kinh Doanh Thuoc Thu Y - Thu Y Thuy San (Thu Nhap Tu 10 Den 20 Trieu),Cong Ty TNHH Thuoc Thu Y A Chau,Khanh Hoa,15.0
Nhan Vien Kinh Doanh Thuoc Thu Y - Thu Y Thuy San (Thu Nhap Tu 10 Den 20 Trieu),Cong Ty TNHH Thuoc Thu Y A Chau,Toan quoc,15.0
Nhan Vien Kinh Doanh Thuoc Thu Y - Thu Y Thuy San (Thu Nhap Tu 10 Den 20 Trieu),Cong Ty TNHH Thuoc Thu Y A Chau,Dong Nai,15.0
Nhan Vien Phien Dich Tieng Nhat,Cong Ty TNHH S.N.K. Vina,Ha Noi,8.5
Trinh Duoc Vien OTC Tai Binh Duong,Cong Ty TNHH Duoc Pham A Au,Binh Duong,13.0
Ke Toan Tong Hop,Cong Ty TNHH Thuong Mai Dich Vu Phat Trien Rong Viet,TP HCM,11.5
Vietinbank Binh Thuan / Vung Tau - Nhan Vien Tu Van Tai Chinh Kenh Lien Ket Ngan Hang,Cong Ty TNHH Manulife (Viet Nam),Ba Ria - Vung Tau,25.0
Vietinbank Binh Thuan / Vung Tau - Nhan Vien Tu Van Tai Chinh Kenh Lien Ket Ngan Hang,Cong Ty TNHH Manulife (Viet Nam),Binh Thuan,25.0
Vietinbank Binh Thuan / Vung Tau - Nhan Vien Tu Van Tai Chinh Kenh Lien Ket Ngan Hang,Cong Ty TNHH Manulife (Viet Nam),Ninh Thuan,25.0
Duoc Si Nha Thuoc (Trung Cap),Nha Thuoc Kim Lien,TP HCM,8.5
Giao Vien (Nha Trang),Cong Ty CP Ilearn,Khanh Hoa,8.5
Nhan Vien Ke Toan Ban Hang,Cong Ty Co Phan Cong Nghe Tuoi Khang Thinh,TP HCM,8.5
Nhan Vien Le Tan (10- 14 Trieu / Thang),Cong Ty CP Lexus Thang Long,Ha Noi,12.0
Nhan Vien Kinh Doanh - Di Lam Ngay,Cong Ty Co Phan Quy Dau Tu Aninvest Capital,Thua Thien Hue,11.5
Nhan Vien Ky Thuat Xay Dung Thi Cong,Cong Ty TNHH Hang Dat Khang Bac Ninh,Bac Giang,12.5
Nhan Vien Bao Ve (Lam Viec Tai Vung Tau),Cong Ty Cpdv Bao Ve An Ninh Dau Khi Viet Nam- Chi Nhanh Mien Dong Nam Bo,TP HCM,8.5
Nhan Vien Bao Ve (Lam Viec Tai Vung Tau),Cong Ty Cpdv Bao Ve An Ninh Dau Khi Viet Nam- Chi Nhanh Mien Dong Nam Bo,Ba Ria - Vung Tau,8.5
Phien Dich Vien Tieng Trung - Tai Binh Tan,Cong Ty TNHH Hong Mon,TP HCM,9.5
Nhan Vien Hanh Chinh Nhan Su,Cong Ty Co Phan Kinh Doanh Bat Dong San Cat Tuong Land,Can Tho,11.5
Nhan Vien Bao Ve (Hoan Kiem - Ha Noi) - Nghi Chu Nhat,Cong Ty Co Phan Dich Vu Bao Ve Chuyen Nghiep An Binh,Ha Noi,7.5
Kien Truc Su Thiet Ke Noi That - Luong Len Den 20 Trieu,Cong Ty Co Phan Xay Dung Cong Trinh Thanh Minh,Ha Noi,16.0
Nhan Vien Tuyen Dung,Cong Ty TNHH May Theu Giay An Phuoc,TP HCM,12.5
Pho Phong Kinh Doanh,Cong Ty CP Khai Thac Va Dau Tu Phu Doanh,Ha Tinh,14.0
Nhan Vien Kiem Hang QC Co Khi - Binh Duong,Cong Ty TNHH Co Khi Chinh Xac Kyodai,Binh Duong,8.5
Nhan Vien Kinh Doanh Phat Trien Thi Truong,Cong Ty Co Phan Cong Nghiep Nikko Viet Nam,Ha Noi,14.0
Chuyen Vien Phat Trien Thi Truong Xuat Nhap Khau,Cong Ty Co Phan Tap Doan Mekong Holdings,Ha Noi,17.5
Cong Nhan May,Cong Ty Co Phan Cung Ung Dich Vu Hang Khong,Ha Noi,7.0
Chuyen Vien Phat Trien Kinh Doanh,Cong Ty Co Phan Cung Ung Nhan Luc Toan Cau Nic,Ha Noi,17.5
Nhan Vien Phong Ke Hoach Ky Thuat (Di Lam Ngay),Cong Ty Co Phan Dau Tu Va Phat Trien Lac Hong,Ha Noi,12.5
Nhan Vien Ky Thuat Dien,Cong Ty TNHH Kim Nguu,TP HCM,12.5
Nhan Vien Ke Toan - Giao Tiep Duoc Tieng Anh,Khu Do Thi Nam Thang Long - Ciputra Hanoi International City,Ha Noi,6.0
Nhan Vien Theo Doi Don Hang (Merchandiser),Cong Ty TNHH Sbgear Vina,TP HCM,12.5
Nhan Vien Kinh Doanh Noi That (Khong Yeu Cau Kinh Nghiem),CONG TY TNHH TAP DOAN RITA VO,TP HCM,10.0
Nhan Vien Kinh Doanh Noi That (Khong Yeu Cau Kinh Nghiem),CONG TY TNHH TAP DOAN RITA VO,Binh Duong,10.0
Nhan Vien Kinh Doanh (Nhan Viec Ngay Hoac Sau Tet),Cong Ty TNHH Mass Transport Express (Viet Nam),TP HCM,12.5
Nhan Vien Kinh Doanh (Nhan Viec Ngay Hoac Sau Tet),Cong Ty TNHH Mass Transport Express (Viet Nam),Hai Phong,12.5
Tro Ly Kinh Doanh - Assistant Sales Support (Nhan Viec Ngay Hoac Nhan Viec Sau Tet),Cong Ty TNHH Mass Transport Express (Viet Nam),TP HCM,12.5
"(Quan 1, HCM) Ky Su Thiet Ke Co Khi",Cong Ty TNHH Thiet Bi Ots Viet Nam,TP HCM,11.0
Ky Thuat San Xuat Nganh Go,Cong Ty TNHH TM & SX Khai Phong,TP HCM,13.5
Ke Toan Tong Hop,Cong Ty Co Phan Dau Tu Xay Dung Ha Tien,TP HCM,17.0
Chuyen Vien/Nv Ke Toan Thue Can Giuoc Long An Thu Nhap 14-15 Trieu / Thang,Cong Ty TNHH Mot Thanh Vien HR Tri Viet,TP HCM,15.0
Chuyen Vien/Nv Ke Toan Thue Can Giuoc Long An Thu Nhap 14-15 Trieu / Thang,Cong Ty TNHH Mot Thanh Vien HR Tri Viet,Long An,15.0
Ke Toan Thue Lam Viec Tai Nam Tu Liem Ha Noi,Cong Ty TNHH Thuong Mai Va Xuat Nhap Khau Nam Hoa,Ha Noi,16.0
Nhan Vien Kinh Doanh Tu Van BDS (Thu Nhap 10-80 Trieu),Cong Ty Co Phan Viet Nhan Bac Ninh,Ha Noi,45.0
Nhan Vien Kinh Doanh Tu Van BDS (Thu Nhap 10-80 Trieu),Cong Ty Co Phan Viet Nhan Bac Ninh,Bac Ninh,45.0
Nhan Vien Kinh Doanh Tu Van BDS (Thu Nhap 10-80 Trieu),Cong Ty Co Phan Viet Nhan Bac Ninh,Hai Duong,45.0
Nhan Vien Kinh Doanh Tu Van BDS (Thu Nhap 10-80 Trieu),Cong Ty Co Phan Viet Nhan Bac Ninh,Hung Yen,45.0
Nhan Vien Kinh Doanh Tai Hai Phong,Cong Ty TNHH Cong Nghe Thang May T&t,Hai Phong,22.5
Dieu Duong Nha Khoa (Khong Yeu Cau Kinh Nghiem) - Ra Tet Di Lam,Nha Khoa Toan Tam,Ha Noi,13.5
Le Tan Hanh Chinh- Nhan Viec Truoc Tet,Cong Ty Tnhh Tu Phuong Tony,TP HCM,8.5
Nhan Vien Cham Soc Khach Hang Online (Nhan Viec Sau Tet),Cong Ty Co Phan Cong Ket Noi Sato,TP HCM,9.0
Nhan Su Biet Tieng Hoa,Cong Ty TNHH Chuoi Cung Ung Thuc Pham Jin Yang,TP HCM,8.5
Nhan Vien Ban Hang,Cong Ty Co Phan Phat Trien Quoc Te Au My,Ha Noi,7.5
Nhan Vien Kinh Doanh (Thu Viec 17 Trieu),Cong Ty TNHH Thuy Sam,Binh Duong,19.0
Nhan Vien Kinh Doanh,Cong Ty Co Phan Kinh Doanh Bat Dong San Cat Tuong Land,Can Tho,25.0
Nhan Vien Marketing - Quan 7 ( Thu Nhap Tren 12 Trieu),Cong Ty Trach Nhiem Huu Han Mot Thanh Vien Xuat Nhap Khau Bike Life,TP HCM,13.5
"Sale Admin (Phong Van Truoc, Nhan Viec Sau Tet)",Cong Ty Co Phan Yabe,TP HCM,9.5
Nhan Vien Phuc Vu Nha Hang (Co The Nhan Viec SAU TET),Cong Ty TNHH An Khang Vung Tau,Ba Ria - Vung Tau,7.5
Ky Su Ket Cau,Cong Ty Co Phan Indcon,Ha Noi,15.0
Nhan Vien Tu Van Tai Chinh Khong Yeu Cau Kinh Nghiem,Emc Marketing,TP HCM,15.0
Nhan Vien Thu Hoi No Truc Tiep Hung Yen,Cong Ty Tai Chinh TNHH Hd Saison,Hung Yen,20.0
Chuyen Vien IT Helpdesk Tai 519 Kim Ma - Ba Dinh - Ha Noi,Cong Ty Tai Chinh TNHH Hd Saison,Ha Noi,9.5
Nhan Vien Kinh Doanh Biet Tieng Anh - Phong Van Sau Tet,Cong Ty TNHH Chosun Vina,Dong Nai,11.0
Nhan Vien Ky Thuat Xay Dung (Nhan Viec Ngay Hoac Sau Tet),Cong Ty TNHH Kien Truc Xay Dung Anh Nguyen,Dong Nai,12.5
Kien Truc Su,Cong Ty TNHH Kien Truc Xay Dung Anh Nguyen,Dong Nai,17.5
"Nhan Vien Ky Thuat (Khong Can Kinh Nghiem, HCM - Can Tho)",Cong Ty Tnhh Uniq,TP HCM,7.5
"Nhan Vien Ky Thuat (Khong Can Kinh Nghiem, HCM - Can Tho)",Cong Ty Tnhh Uniq,Can Tho,7.5
[HCM] Nhan Vien Tu Van Tuyen Sinh,Arena Multimedia,TP HCM,10.0
"Nhan Vien Giai Quyet Khieu Nai (Phong Van Online, Nhan Viec Sau Tet)",Cong Ty TNHH Viet My -Ssu,TP HCM,7.5
Nhan Vien Kinh Doanh Thuong Mai Quoc Te,Cong Ty Co Phan Tap Doan Sai Gon Tien Doan,TP HCM,12.5
Nhan Vien Kinh Doanh Xuat Nhap Khau,Cong Ty Co Phan Tap Doan Sai Gon Tien Doan,TP HCM,12.5
"Nhan Vien Thu Hoi No - Ca Mau, Bac Lieu",Cong Ty Tai Chinh TNHH Hd Saison,Bac Lieu,20.0
"Nhan Vien Thu Hoi No - Ca Mau, Bac Lieu",Cong Ty Tai Chinh TNHH Hd Saison,Ca Mau,20.0
"Nhan Vien Thu Hoi No Truc Tiep- An Giang, Kien Giang",Cong Ty Tai Chinh TNHH Hd Saison,An Giang,20.0
"Nhan Vien Thu Hoi No Truc Tiep- An Giang, Kien Giang",Cong Ty Tai Chinh TNHH Hd Saison,Kien Giang,20.0
